"","Length","GC"
"ENSG00000237042",132,0.621212121212121
"ENSG00000237048",979,0.425944841675179
"ENSG00000237049",354,0.409604519774011
"ENSG00000237053",1351,0.455958549222798
"ENSG00000237054",3194,0.493738259236068
"ENSG00000237055",1096,0.414233576642336
"ENSG00000237057",951,0.468980021030494
"ENSG00000237058",373,0.533512064343164
"ENSG00000237061",480,0.447916666666667
"ENSG00000237062",597,0.45393634840871
"ENSG00000237063",616,0.470779220779221
"ENSG00000237064",967,0.479834539813857
"ENSG00000237065",913,0.485213581599124
"ENSG00000237068",854,0.436768149882904
"ENSG00000237069",512,0.4765625
"ENSG00000237070",3743,0.313117819930537
"ENSG00000237072",530,0.583018867924528
"ENSG00000237073",395,0.508860759493671
"ENSG00000237074",1264,0.373417721518987
"ENSG00000237076",683,0.348462664714495
"ENSG00000237077",418,0.382775119617225
"ENSG00000237080",373,0.522788203753351
"ENSG00000237082",211,0.507109004739337
"ENSG00000237083",301,0.372093023255814
"ENSG00000237085",98,0.346938775510204
"ENSG00000237087",576,0.737847222222222
"ENSG00000237088",788,0.49492385786802
"ENSG00000237089",517,0.413926499032882
"ENSG00000237090",1326,0.47209653092006
"ENSG00000237092",577,0.381282495667244
"ENSG00000237094",4792,0.493322203672788
"ENSG00000237099",1006,0.440357852882704
"ENSG00000237101",1323,0.467876039304611
"ENSG00000237106",214,0.369158878504673
"ENSG00000237107",313,0.437699680511182
"ENSG00000237109",477,0.423480083857442
"ENSG00000237110",1047,0.420248328557784
"ENSG00000237111",50,0.6
"ENSG00000237115",2433,0.438964241676942
"ENSG00000237118",1056,0.595643939393939
"ENSG00000237119",1234,0.573743922204214
"ENSG00000237121",2180,0.502752293577982
"ENSG00000237122",1395,0.621505376344086
"ENSG00000237124",648,0.390432098765432
"ENSG00000237125",9829,0.460168887984536
"ENSG00000237126",3725,0.508187919463087
"ENSG00000237127",253,0.553359683794466
"ENSG00000237128",273,0.443223443223443
"ENSG00000237129",670,0.391044776119403
"ENSG00000237130",370,0.451351351351351
"ENSG00000237131",248,0.459677419354839
"ENSG00000237133",338,0.449704142011834
"ENSG00000237135",1933,0.378168649767201
"ENSG00000237136",1122,0.442067736185383
"ENSG00000237137",127,0.448818897637795
"ENSG00000237138",616,0.551948051948052
"ENSG00000237139",284,0.433098591549296
"ENSG00000237140",348,0.379310344827586
"ENSG00000237141",319,0.404388714733542
"ENSG00000237148",280,0.403571428571429
"ENSG00000237149",3348,0.623058542413381
"ENSG00000237152",1806,0.401993355481728
"ENSG00000237153",666,0.367867867867868
"ENSG00000237154",300,0.396666666666667
"ENSG00000237158",517,0.365570599613153
"ENSG00000237159",1182,0.529610829103215
"ENSG00000237160",193,0.409326424870466
"ENSG00000237161",1549,0.440284054228535
"ENSG00000237162",367,0.427792915531335
"ENSG00000237163",303,0.491749174917492
"ENSG00000237164",338,0.440828402366864
"ENSG00000237166",2050,0.420975609756098
"ENSG00000237167",626,0.546325878594249
"ENSG00000237169",496,0.485887096774194
"ENSG00000237170",584,0.470890410958904
"ENSG00000237171",756,0.445767195767196
"ENSG00000237172",2917,0.622557422008913
"ENSG00000237173",108,0.509259259259259
"ENSG00000237174",2237,0.447921323200715
"ENSG00000237175",382,0.489528795811518
"ENSG00000237176",475,0.581052631578947
"ENSG00000237178",394,0.426395939086294
"ENSG00000237179",765,0.435294117647059
"ENSG00000237180",267,0.666666666666667
"ENSG00000237181",731,0.567715458276334
"ENSG00000237182",250,0.468
"ENSG00000237183",207,0.613526570048309
"ENSG00000237185",916,0.453056768558952
"ENSG00000237186",623,0.48314606741573
"ENSG00000237187",7720,0.462046632124352
"ENSG00000237188",3618,0.39828634604754
"ENSG00000237189",156,0.455128205128205
"ENSG00000237190",1757,0.471257825839499
"ENSG00000237193",202,0.361386138613861
"ENSG00000237194",777,0.604890604890605
"ENSG00000237195",464,0.34051724137931
"ENSG00000237197",17,0.411764705882353
"ENSG00000237200",273,0.490842490842491
"ENSG00000237202",564,0.425531914893617
"ENSG00000237205",712,0.389044943820225
"ENSG00000237206",1534,0.578226857887875
"ENSG00000237207",1192,0.48993288590604
"ENSG00000237208",639,0.431924882629108
"ENSG00000237210",1435,0.494076655052265
"ENSG00000237211",868,0.398617511520737
"ENSG00000237212",1577,0.506658211794547
"ENSG00000237213",453,0.45916114790287
"ENSG00000237214",582,0.585910652920962
"ENSG00000237215",184,0.375
"ENSG00000237217",429,0.508158508158508
"ENSG00000237220",545,0.41651376146789
"ENSG00000237221",430,0.390697674418605
"ENSG00000237222",4181,0.484333891413537
"ENSG00000237223",2004,0.453093812375249
"ENSG00000237224",2345,0.49637526652452
"ENSG00000237225",975,0.44
"ENSG00000237226",775,0.393548387096774
"ENSG00000237227",307,0.514657980456026
"ENSG00000237230",396,0.585858585858586
"ENSG00000237232",1363,0.608217168011739
"ENSG00000237233",863,0.570104287369641
"ENSG00000237234",1509,0.403578528827038
"ENSG00000237235",9,0.555555555555556
"ENSG00000237236",200,0.57
"ENSG00000237238",1120,0.439285714285714
"ENSG00000237242",336,0.386904761904762
"ENSG00000237243",577,0.450606585788561
"ENSG00000237247",778,0.571979434447301
"ENSG00000237248",2472,0.438915857605178
"ENSG00000237249",395,0.372151898734177
"ENSG00000237250",3127,0.48512951710905
"ENSG00000237251",771,0.38780804150454
"ENSG00000237252",461,0.360086767895879
"ENSG00000237254",447,0.574944071588367
"ENSG00000237256",427,0.531615925058548
"ENSG00000237257",1025,0.365853658536585
"ENSG00000237259",258,0.538759689922481
"ENSG00000237260",441,0.453514739229025
"ENSG00000237261",283,0.554770318021201
"ENSG00000237262",469,0.439232409381663
"ENSG00000237263",2162,0.396854764107308
"ENSG00000237264",551,0.491833030852995
"ENSG00000237265",1995,0.60250626566416
"ENSG00000237266",411,0.416058394160584
"ENSG00000237267",2029,0.461310990635781
"ENSG00000237268",1835,0.373841961852861
"ENSG00000237269",947,0.446673706441394
"ENSG00000237271",541,0.432532347504621
"ENSG00000237272",952,0.524159663865546
"ENSG00000237273",492,0.361788617886179
"ENSG00000237274",1004,0.417330677290837
"ENSG00000237275",271,0.472324723247232
"ENSG00000237276",1990,0.576884422110553
"ENSG00000237278",1563,0.397952655150352
"ENSG00000237279",395,0.465822784810127
"ENSG00000237280",688,0.373546511627907
"ENSG00000237281",535,0.553271028037383
"ENSG00000237282",734,0.559945504087193
"ENSG00000237283",733,0.354706684856753
"ENSG00000237285",960,0.460416666666667
"ENSG00000237286",969,0.47781217750258
"ENSG00000237289",3470,0.522766570605187
"ENSG00000237290",2283,0.517301795882611
"ENSG00000237292",667,0.532233883058471
"ENSG00000237293",336,0.470238095238095
"ENSG00000237294",1513,0.483807005948447
"ENSG00000237296",7046,0.437695146182231
"ENSG00000237297",747,0.550200803212851
"ENSG00000237298",20654,0.41449598140796
"ENSG00000237299",568,0.480633802816901
"ENSG00000237300",500,0.316
"ENSG00000237301",2845,0.521968365553603
"ENSG00000237302",1177,0.37553101104503
"ENSG00000237303",274,0.41970802919708
"ENSG00000237306",327,0.382262996941896
"ENSG00000237307",2678,0.4731142643764
"ENSG00000237308",510,0.437254901960784
"ENSG00000237309",1030,0.352427184466019
"ENSG00000237310",540,0.535185185185185
"ENSG00000237311",857,0.411901983663944
"ENSG00000237312",438,0.399543378995434
"ENSG00000237314",496,0.449596774193548
"ENSG00000237316",549,0.499089253187614
"ENSG00000237317",935,0.4
"ENSG00000237319",230,0.352173913043478
"ENSG00000237320",499,0.3687374749499
"ENSG00000237321",649,0.368258859784284
"ENSG00000237322",463,0.416846652267819
"ENSG00000237323",146,0.623287671232877
"ENSG00000237324",1408,0.404829545454545
"ENSG00000237325",758,0.399736147757256
"ENSG00000237326",487,0.562628336755647
"ENSG00000237327",357,0.352941176470588
"ENSG00000237328",724,0.570441988950276
"ENSG00000237329",507,0.384615384615385
"ENSG00000237330",1902,0.655099894847529
"ENSG00000237331",482,0.508298755186722
"ENSG00000237336",722,0.509695290858726
"ENSG00000237337",858,0.421911421911422
"ENSG00000237338",500,0.562
"ENSG00000237339",2746,0.581209031318281
"ENSG00000237341",542,0.490774907749078
"ENSG00000237342",479,0.488517745302714
"ENSG00000237343",314,0.468152866242038
"ENSG00000237345",617,0.435980551053485
"ENSG00000237346",489,0.449897750511247
"ENSG00000237347",403,0.583126550868486
"ENSG00000237349",283,0.402826855123675
"ENSG00000237350",576,0.432291666666667
"ENSG00000237351",1248,0.55849358974359
"ENSG00000237352",6730,0.42852897473997
"ENSG00000237353",2882,0.426439972241499
"ENSG00000237354",937,0.473852721451441
"ENSG00000237356",2149,0.503024662633783
"ENSG00000237357",2579,0.48041876696394
"ENSG00000237358",351,0.484330484330484
"ENSG00000237359",728,0.380494505494505
"ENSG00000237360",420,0.502380952380952
"ENSG00000237361",1334,0.523988005997001
"ENSG00000237363",395,0.572151898734177
"ENSG00000237365",349,0.544412607449857
"ENSG00000237370",693,0.58008658008658
"ENSG00000237371",188,0.664893617021277
"ENSG00000237372",2430,0.523456790123457
"ENSG00000237373",489,0.370143149284254
"ENSG00000237377",343,0.440233236151603
"ENSG00000237378",2034,0.382497541789577
"ENSG00000237379",527,0.466793168880455
"ENSG00000237380",1429,0.59482155353394
"ENSG00000237381",1423,0.399156711173577
"ENSG00000237382",465,0.427956989247312
"ENSG00000237383",262,0.599236641221374
"ENSG00000237385",641,0.405616224648986
"ENSG00000237387",660,0.393939393939394
"ENSG00000237388",1064,0.430451127819549
"ENSG00000237389",411,0.401459854014599
"ENSG00000237390",5586,0.558181167203724
"ENSG00000237396",659,0.479514415781487
"ENSG00000237398",229,0.532751091703057
"ENSG00000237399",4370,0.461556064073227
"ENSG00000237400",531,0.476459510357815
"ENSG00000237401",3443,0.444960790008713
"ENSG00000237402",365,0.534246575342466
"ENSG00000237406",1135,0.470484581497797
"ENSG00000237407",775,0.458064516129032
"ENSG00000237408",499,0.372745490981964
"ENSG00000237409",428,0.511682242990654
"ENSG00000237410",469,0.550106609808102
"ENSG00000237412",2390,0.687029288702929
"ENSG00000237413",2481,0.426440951229343
"ENSG00000237414",687,0.384279475982533
"ENSG00000237415",865,0.44393063583815
"ENSG00000237417",1805,0.467590027700831
"ENSG00000237418",155,0.425806451612903
"ENSG00000237419",538,0.496282527881041
"ENSG00000237422",506,0.452569169960474
"ENSG00000237423",429,0.517482517482518
"ENSG00000237424",2509,0.586687923475488
"ENSG00000237425",888,0.502252252252252
"ENSG00000237426",1459,0.472241261137766
"ENSG00000237427",312,0.445512820512821
"ENSG00000237428",1561,0.445868033311979
"ENSG00000237429",283,0.526501766784452
"ENSG00000237432",582,0.438144329896907
"ENSG00000237433",881,0.519863791146425
"ENSG00000237434",832,0.424278846153846
"ENSG00000237435",2240,0.397767857142857
"ENSG00000237436",415,0.571084337349398
"ENSG00000237437",1227,0.546862265688672
"ENSG00000237438",4453,0.527509544127554
"ENSG00000237439",630,0.509523809523809
"ENSG00000237440",3539,0.408589997174343
"ENSG00000237441",4541,0.601189165382074
"ENSG00000237442",1271,0.428796223446105
"ENSG00000237443",907,0.427783902976847
"ENSG00000237444",525,0.394285714285714
"ENSG00000237445",379,0.266490765171504
"ENSG00000237446",351,0.373219373219373
"ENSG00000237447",1922,0.396462018730489
"ENSG00000237449",1039,0.454282964388835
"ENSG00000237450",469,0.49680170575693
"ENSG00000237451",367,0.634877384196185
"ENSG00000237452",2749,0.603855947617315
"ENSG00000237453",343,0.510204081632653
"ENSG00000237456",405,0.535802469135802
"ENSG00000237457",607,0.369028006589786
"ENSG00000237458",271,0.605166051660517
"ENSG00000237460",708,0.42090395480226
"ENSG00000237461",1544,0.411269430051813
"ENSG00000237463",4036,0.485381565906838
"ENSG00000237464",355,0.515492957746479
"ENSG00000237466",328,0.448170731707317
"ENSG00000237467",412,0.41747572815534
"ENSG00000237468",2190,0.419634703196347
"ENSG00000237469",1279,0.554339327599687
"ENSG00000237470",470,0.436170212765957
"ENSG00000237471",555,0.463063063063063
"ENSG00000237472",319,0.413793103448276
"ENSG00000237473",470,0.474468085106383
"ENSG00000237475",739,0.393775372124493
"ENSG00000237476",684,0.633040935672515
"ENSG00000237477",552,0.407608695652174
"ENSG00000237478",262,0.477099236641221
"ENSG00000237479",430,0.446511627906977
"ENSG00000237480",8646,0.373120518158686
"ENSG00000237481",640,0.4671875
"ENSG00000237483",445,0.404494382022472
"ENSG00000237484",4970,0.373038229376258
"ENSG00000237487",1036,0.409266409266409
"ENSG00000237489",3327,0.525398256687707
"ENSG00000237490",455,0.406593406593407
"ENSG00000237491",5517,0.430668841761827
"ENSG00000237492",913,0.440306681270537
"ENSG00000237493",604,0.493377483443709
"ENSG00000237494",349,0.461318051575931
"ENSG00000237498",385,0.374025974025974
"ENSG00000237499",4088,0.445939334637965
"ENSG00000237500",332,0.44578313253012
"ENSG00000237501",249,0.562248995983936
"ENSG00000237503",408,0.473039215686274
"ENSG00000237505",3593,0.376287225160033
"ENSG00000237506",861,0.519163763066202
"ENSG00000237510",2245,0.612026726057906
"ENSG00000237512",707,0.611032531824611
"ENSG00000237513",1034,0.534816247582205
"ENSG00000237514",514,0.391050583657588
"ENSG00000237515",10155,0.466765140324963
"ENSG00000237517",5676,0.556025369978858
"ENSG00000237520",423,0.42080378250591
"ENSG00000237521",1550,0.436774193548387
"ENSG00000237522",1231,0.479285134037368
"ENSG00000237523",2171,0.487793643482266
"ENSG00000237524",1515,0.564356435643564
"ENSG00000237525",2028,0.402366863905325
"ENSG00000237527",480,0.416666666666667
"ENSG00000237528",189,0.55026455026455
"ENSG00000237529",527,0.33965844402277
"ENSG00000237530",473,0.490486257928118
"ENSG00000237531",588,0.459183673469388
"ENSG00000237532",357,0.515406162464986
"ENSG00000237534",817,0.410036719706242
"ENSG00000237539",611,0.639934533551555
"ENSG00000237540",301,0.481727574750831
"ENSG00000237541",1524,0.469816272965879
"ENSG00000237542",513,0.409356725146199
"ENSG00000237546",1116,0.381720430107527
"ENSG00000237547",60,0.683333333333333
"ENSG00000237548",1052,0.479087452471483
"ENSG00000237549",693,0.432900432900433
"ENSG00000237550",717,0.418410041841004
"ENSG00000237551",448,0.421875
"ENSG00000237552",448,0.390625
"ENSG00000237553",220,0.422727272727273
"ENSG00000237555",400,0.52
"ENSG00000237556",777,0.459459459459459
"ENSG00000237557",727,0.515818431911967
"ENSG00000237558",1604,0.408977556109726
"ENSG00000237560",720,0.448611111111111
"ENSG00000237563",307,0.465798045602606
"ENSG00000237565",584,0.491438356164384
"ENSG00000237566",235,0.48936170212766
"ENSG00000237567",589,0.446519524617997
"ENSG00000237568",324,0.327160493827161
"ENSG00000237569",1352,0.482248520710059
"ENSG00000237571",404,0.443069306930693
"ENSG00000237572",261,0.409961685823755
"ENSG00000237574",2398,0.424520433694746
"ENSG00000237575",1076,0.645910780669145
"ENSG00000237576",683,0.423133235724744
"ENSG00000237579",1338,0.478325859491779
"ENSG00000237580",391,0.478260869565217
"ENSG00000237581",594,0.429292929292929
"ENSG00000237583",318,0.446540880503145
"ENSG00000237584",579,0.476683937823834
"ENSG00000237585",295,0.461016949152542
"ENSG00000237586",490,0.653061224489796
"ENSG00000237588",4122,0.549247937894226
"ENSG00000237589",256,0.5
"ENSG00000237590",841,0.542211652794293
"ENSG00000237592",329,0.513677811550152
"ENSG00000237593",559,0.432915921288014
"ENSG00000237594",822,0.602189781021898
"ENSG00000237595",1064,0.528195488721805
"ENSG00000237596",6585,0.438420652999241
"ENSG00000237601",156,0.621794871794872
"ENSG00000237603",556,0.41726618705036
"ENSG00000237604",821,0.584652862362972
"ENSG00000237605",358,0.511173184357542
"ENSG00000237606",461,0.501084598698482
"ENSG00000237609",292,0.482876712328767
"ENSG00000237610",930,0.417204301075269
"ENSG00000237611",238,0.53781512605042
"ENSG00000237612",569,0.495606326889279
"ENSG00000237613",1219,0.524200164068909
"ENSG00000237614",528,0.475378787878788
"ENSG00000237616",430,0.423255813953488
"ENSG00000237617",201,0.427860696517413
"ENSG00000237618",620,0.361290322580645
"ENSG00000237619",893,0.544232922732363
"ENSG00000237620",682,0.45307917888563
"ENSG00000237621",945,0.447619047619048
"ENSG00000237622",337,0.406528189910979
"ENSG00000237623",635,0.554330708661417
"ENSG00000237624",1535,0.63257328990228
"ENSG00000237626",457,0.468271334792123
"ENSG00000237628",598,0.322742474916388
"ENSG00000237629",288,0.479166666666667
"ENSG00000237630",221,0.538461538461538
"ENSG00000237631",569,0.448154657293497
"ENSG00000237632",312,0.490384615384615
"ENSG00000237633",691,0.463096960926194
"ENSG00000237635",679,0.75699558173785
"ENSG00000237636",2748,0.418850072780204
"ENSG00000237637",1115,0.524663677130045
"ENSG00000237638",2928,0.490437158469945
"ENSG00000237639",334,0.553892215568862
"ENSG00000237640",680,0.563235294117647
"ENSG00000237641",407,0.513513513513513
"ENSG00000237642",612,0.426470588235294
"ENSG00000237643",397,0.45088161209068
"ENSG00000237645",481,0.559251559251559
"ENSG00000237646",531,0.499058380414313
"ENSG00000237649",3345,0.561434977578475
"ENSG00000237650",877,0.460661345496009
"ENSG00000237651",1515,0.446204620462046
"ENSG00000237653",478,0.598326359832636
"ENSG00000237654",4715,0.466383881230117
"ENSG00000237655",590,0.540677966101695
"ENSG00000237659",502,0.649402390438247
"ENSG00000237661",719,0.564673157162726
"ENSG00000237662",557,0.486535008976661
"ENSG00000237663",344,0.386627906976744
"ENSG00000237664",455,0.472527472527473
"ENSG00000237665",520,0.407692307692308
"ENSG00000237666",530,0.462264150943396
"ENSG00000237667",1519,0.508229098090849
"ENSG00000237668",372,0.454301075268817
"ENSG00000237669",996,0.656626506024096
"ENSG00000237670",201,0.45273631840796
"ENSG00000237671",527,0.50853889943074
"ENSG00000237672",803,0.382316313823163
"ENSG00000237674",448,0.424107142857143
"ENSG00000237675",749,0.487316421895861
"ENSG00000237676",333,0.447447447447447
"ENSG00000237679",852,0.461267605633803
"ENSG00000237682",1792,0.428013392857143
"ENSG00000237684",818,0.436430317848411
"ENSG00000237685",1475,0.44271186440678
"ENSG00000237686",2296,0.494337979094077
"ENSG00000237687",332,0.632530120481928
"ENSG00000237689",500,0.476
"ENSG00000237691",580,0.518965517241379
"ENSG00000237693",2271,0.472919418758256
"ENSG00000237699",344,0.491279069767442
"ENSG00000237700",1425,0.524912280701754
"ENSG00000237701",322,0.428571428571429
"ENSG00000237702",391,0.457800511508951
"ENSG00000237704",1457,0.440631434454358
"ENSG00000237705",619,0.431340872374798
"ENSG00000237706",1516,0.449868073878628
"ENSG00000237707",568,0.491197183098592
"ENSG00000237708",772,0.419689119170984
"ENSG00000237709",1403,0.459729151817534
"ENSG00000237711",774,0.412144702842377
"ENSG00000237713",842,0.414489311163895
"ENSG00000237714",839,0.401668653158522
"ENSG00000237716",266,0.545112781954887
"ENSG00000237717",250,0.468
"ENSG00000237718",1326,0.450980392156863
"ENSG00000237719",656,0.458841463414634
"ENSG00000237720",574,0.594076655052265
"ENSG00000237721",509,0.540275049115914
"ENSG00000237722",561,0.367201426024955
"ENSG00000237728",744,0.537634408602151
"ENSG00000237729",252,0.476190476190476
"ENSG00000237730",610,0.542622950819672
"ENSG00000237731",728,0.413461538461538
"ENSG00000237732",2567,0.547331515387612
"ENSG00000237734",708,0.396892655367232
"ENSG00000237735",438,0.406392694063927
"ENSG00000237737",3174,0.450535601764335
"ENSG00000237738",337,0.537091988130564
"ENSG00000237740",1586,0.554854981084489
"ENSG00000237741",388,0.587628865979381
"ENSG00000237742",3098,0.433182698515171
"ENSG00000237743",530,0.479245283018868
"ENSG00000237745",339,0.395280235988201
"ENSG00000237746",1720,0.390697674418605
"ENSG00000237747",721,0.40499306518724
"ENSG00000237748",336,0.401785714285714
"ENSG00000237749",253,0.49802371541502
"ENSG00000237750",2999,0.387462487495832
"ENSG00000237751",625,0.5968
"ENSG00000237752",1447,0.353835521769178
"ENSG00000237753",2022,0.498021760633037
"ENSG00000237754",631,0.426307448494453
"ENSG00000237756",469,0.371002132196162
"ENSG00000237757",1315,0.450950570342205
"ENSG00000237758",261,0.574712643678161
"ENSG00000237759",567,0.44973544973545
"ENSG00000237760",239,0.426778242677824
"ENSG00000237761",369,0.414634146341463
"ENSG00000237763",2505,0.411576846307385
"ENSG00000237764",1453,0.370956641431521
"ENSG00000237765",4817,0.364749844301432
"ENSG00000237766",1125,0.454222222222222
"ENSG00000237767",822,0.417274939172749
"ENSG00000237768",291,0.347079037800687
"ENSG00000237770",4388,0.459662716499544
"ENSG00000237772",680,0.473529411764706
"ENSG00000237773",1607,0.453018046048538
"ENSG00000237774",630,0.480952380952381
"ENSG00000237775",3994,0.427391086629945
"ENSG00000237781",665,0.580451127819549
"ENSG00000237782",469,0.5863539445629
"ENSG00000237783",864,0.604166666666667
"ENSG00000237784",356,0.452247191011236
"ENSG00000237786",332,0.590361445783133
"ENSG00000237787",580,0.387931034482759
"ENSG00000237788",1653,0.507562008469449
"ENSG00000237790",597,0.361809045226131
"ENSG00000237793",531,0.604519774011299
"ENSG00000237797",347,0.455331412103746
"ENSG00000237798",457,0.538293216630197
"ENSG00000237799",2827,0.615847187831624
"ENSG00000237801",992,0.397177419354839
"ENSG00000237802",3054,0.445317616240995
"ENSG00000237803",2595,0.457032755298651
"ENSG00000237804",960,0.480208333333333
"ENSG00000237806",401,0.526184538653367
"ENSG00000237807",2387,0.485546711353163
"ENSG00000237810",1459,0.573680603152844
"ENSG00000237813",1213,0.436933223413026
"ENSG00000237816",475,0.437894736842105
"ENSG00000237818",769,0.394018205461639
"ENSG00000237819",667,0.482758620689655
"ENSG00000237821",1099,0.465878070973612
"ENSG00000237823",1613,0.412275263484191
"ENSG00000237824",452,0.460176991150442
"ENSG00000237827",400,0.425
"ENSG00000237828",1197,0.445279866332498
"ENSG00000237831",125,0.424
"ENSG00000237832",371,0.404312668463612
"ENSG00000237833",1432,0.456703910614525
"ENSG00000237835",359,0.364902506963788
"ENSG00000237836",930,0.521505376344086
"ENSG00000237837",555,0.481081081081081
"ENSG00000237838",584,0.446917808219178
"ENSG00000237840",2087,0.513655965500719
"ENSG00000237841",191,0.471204188481675
"ENSG00000237842",1531,0.441541476159373
"ENSG00000237843",326,0.389570552147239
"ENSG00000237844",714,0.42296918767507
"ENSG00000237845",740,0.466216216216216
"ENSG00000237846",706,0.634560906515581
"ENSG00000237847",510,0.582352941176471
"ENSG00000237848",234,0.397435897435897
"ENSG00000237849",972,0.438271604938272
"ENSG00000237850",3100,0.525806451612903
"ENSG00000237851",444,0.326576576576577
"ENSG00000237852",423,0.368794326241135
"ENSG00000237853",842,0.368171021377672
"ENSG00000237854",734,0.448228882833787
"ENSG00000237856",801,0.411985018726592
"ENSG00000237859",1131,0.425287356321839
"ENSG00000237860",301,0.39202657807309
"ENSG00000237861",1034,0.425531914893617
"ENSG00000237862",1965,0.472773536895674
"ENSG00000237863",1498,0.464619492656876
"ENSG00000237864",699,0.587982832618026
"ENSG00000237868",479,0.473903966597077
"ENSG00000237870",2560,0.386328125
"ENSG00000237872",1085,0.588940092165899
"ENSG00000237873",453,0.326710816777042
"ENSG00000237874",351,0.373219373219373
"ENSG00000237875",59,0.423728813559322
"ENSG00000237876",922,0.527114967462039
"ENSG00000237877",1450,0.346206896551724
"ENSG00000237879",906,0.571743929359823
"ENSG00000237880",609,0.454844006568144
"ENSG00000237882",478,0.47489539748954
"ENSG00000237883",865,0.458959537572254
"ENSG00000237885",409,0.388753056234719
"ENSG00000237886",1088,0.647058823529412
"ENSG00000237887",459,0.4880174291939
"ENSG00000237888",468,0.542735042735043
"ENSG00000237891",251,0.338645418326693
"ENSG00000237892",655,0.447328244274809
"ENSG00000237896",942,0.39171974522293
"ENSG00000237897",593,0.413153456998314
"ENSG00000237899",471,0.520169851380042
"ENSG00000237901",376,0.351063829787234
"ENSG00000237902",731,0.581395348837209
"ENSG00000237903",433,0.475750577367206
"ENSG00000237904",399,0.496240601503759
"ENSG00000237906",566,0.399293286219081
"ENSG00000237910",1419,0.389711064129669
"ENSG00000237911",344,0.48546511627907
"ENSG00000237913",394,0.50761421319797
"ENSG00000237914",2965,0.475548060708263
"ENSG00000237916",311,0.466237942122186
"ENSG00000237917",2337,0.442875481386393
"ENSG00000237919",948,0.34704641350211
"ENSG00000237920",317,0.44794952681388
"ENSG00000237921",369,0.409214092140921
"ENSG00000237922",656,0.410060975609756
"ENSG00000237923",799,0.525657071339174
"ENSG00000237924",463,0.419006479481641
"ENSG00000237926",814,0.491400491400491
"ENSG00000237927",2002,0.455544455544456
"ENSG00000237928",1843,0.472056429734129
"ENSG00000237929",332,0.412650602409639
"ENSG00000237930",371,0.431266846361186
"ENSG00000237931",752,0.428191489361702
"ENSG00000237934",573,0.481675392670157
"ENSG00000237936",436,0.419724770642202
"ENSG00000237937",738,0.493224932249323
"ENSG00000237938",1533,0.557729941291585
"ENSG00000237939",652,0.366564417177914
"ENSG00000237940",2854,0.490539593552908
"ENSG00000237941",1093,0.616651418115279
"ENSG00000237943",3892,0.441675231243577
"ENSG00000237945",14336,0.472935267857143
"ENSG00000237947",613,0.502446982055465
"ENSG00000237948",562,0.346975088967972
"ENSG00000237949",477,0.341719077568134
"ENSG00000237950",557,0.533213644524237
"ENSG00000237951",499,0.507014028056112
"ENSG00000237952",353,0.46742209631728
"ENSG00000237953",267,0.404494382022472
"ENSG00000237954",879,0.466439135381115
"ENSG00000237955",472,0.463983050847458
"ENSG00000237956",225,0.466666666666667
"ENSG00000237957",1298,0.60939907550077
"ENSG00000237959",322,0.434782608695652
"ENSG00000237961",765,0.356862745098039
"ENSG00000237963",658,0.457446808510638
"ENSG00000237964",1148,0.5
"ENSG00000237968",701,0.596291012838802
"ENSG00000237970",1457,0.386410432395333
"ENSG00000237971",1362,0.345080763582966
"ENSG00000237972",1358,0.553755522827688
"ENSG00000237973",1543,0.457550226830849
"ENSG00000237974",193,0.38860103626943
"ENSG00000237975",7691,0.431543362371603
"ENSG00000237976",618,0.491909385113269
"ENSG00000237977",563,0.474245115452931
"ENSG00000237978",1691,0.440567711413365
"ENSG00000237979",793,0.549810844892812
"ENSG00000237980",473,0.505285412262156
"ENSG00000237982",485,0.408247422680412
"ENSG00000237984",3996,0.41991991991992
"ENSG00000237986",1416,0.443502824858757
"ENSG00000237987",455,0.410989010989011
"ENSG00000237988",948,0.668776371308017
"ENSG00000237989",2798,0.578984989278056
"ENSG00000237990",2078,0.430702598652551
"ENSG00000237991",370,0.564864864864865
"ENSG00000237992",754,0.429708222811671
"ENSG00000237993",705,0.439716312056738
"ENSG00000237994",465,0.301075268817204
"ENSG00000237997",918,0.44880174291939
"ENSG00000237999",1116,0.56989247311828
"ENSG00000238000",720,0.509722222222222
"ENSG00000238001",458,0.502183406113537
"ENSG00000238002",3484,0.54707233065442
"ENSG00000238003",308,0.532467532467532
"ENSG00000238004",511,0.403131115459883
"ENSG00000238005",1666,0.468187274909964
"ENSG00000238007",556,0.489208633093525
"ENSG00000238008",224,0.410714285714286
"ENSG00000238009",3726,0.474503488996243
"ENSG00000238010",394,0.578680203045685
"ENSG00000238012",289,0.532871972318339
"ENSG00000238013",268,0.406716417910448
"ENSG00000238015",424,0.429245283018868
"ENSG00000238018",1236,0.466019417475728
"ENSG00000238019",143,0.503496503496504
"ENSG00000238020",515,0.460194174757282
"ENSG00000238021",853,0.484173505275498
"ENSG00000238022",756,0.474867724867725
"ENSG00000238024",258,0.488372093023256
"ENSG00000238025",1035,0.440579710144928
"ENSG00000238026",836,0.392344497607655
"ENSG00000238029",760,0.430263157894737
"ENSG00000238031",464,0.426724137931034
"ENSG00000238032",293,0.467576791808874
"ENSG00000238033",2592,0.430941358024691
"ENSG00000238034",569,0.363796133567663
"ENSG00000238035",1838,0.548422198041349
"ENSG00000238037",274,0.405109489051095
"ENSG00000238038",246,0.463414634146341
